645,18,1989,10.31,DarkGreen,Basswood,Mahogany,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
592,8,1964,5.54,DarkGray,Korina,Mahogany,Rosewood,maple,'57 Classic,'57 Classic,'57 Classic,False
824,116,1952,9.87,SeaShell,Walnut,Mahogany,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
878,43,1949,9.19,SaddleBrown,Mahogany,Rosewood,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
851,34,1981,8.74,Purple,Swamp Ash,Koa,Rosewood,walnut,'57 Classic,'57 Classic,'57 Classic,False
529,106,1999,9.08,PaleGreen,Korina,Koa,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
377,40,1959,7.23,OrangeRed,Maple,Maple,Ebony,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
915,76,1988,6.17,GreenYellow,Walnut,Rosewood,Maple,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
314,71,1977,6.77,LightSteelBlue,Swamp Ash,Mahogany,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
280,67,1951,9.71,MistyRose,Mahogany,Koa,Ebony,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
465,7,1962,8.38,DarkOrchid,Walnut,Mahogany,Ebony,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
557,79,1964,12.06,Indigo,Alder,Mahogany,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,True
891,92,1968,11.21,OldLace,Japanese Ash,Mahogany,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,False
783,12,1980,6.63,MintCream,Mahogany,Mahogany,Rosewood,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
462,96,1977,6.01,LightCoral,Walnut,Mahogany,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
944,93,1971,11.48,DodgerBlue,Alder,Wenge,Rosewood,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
710,62,1975,6.72,Olive,Korina,Maple,Maple,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
973,90,1973,8.35,PapayaWhip,Walnut,Rosewood,Maple,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
130,52,1976,6.11,PaleGoldenRod,Maple,Maple,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
235,6,1987,9.76,Crimson,Maple,Koa,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
587,107,1997,12.07,Black,Mahogany,Rosewood,Ebony,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
538,117,1987,8.49,DarkGray,Swamp Ash,Maple,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
607,112,1999,7.12,Crimson,Alder,Mahogany,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
795,15,1951,7.74,DarkViolet,Mahogany,Rosewood,Ebony,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
600,52,1956,7.8,Coral,Korina,Mahogany,Rosewood,maple,490R & 490T,490R & 490T,490R & 490T,False
304,66,1955,6.86,Pink,Walnut,Wenge,Maple,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
208,58,1985,10.03,Teal,Basswood,Rosewood,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
770,71,1954,12.31,Blue,Alder,Wenge,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,False
867,60,1958,7.28,FloralWhite,Korina,Maple,Rosewood,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
483,42,1967,6.01,FireBrick,Swamp Ash,Mahogany,Maple,maple,Burstbucker,Burstbucker,Burstbucker,True
26,117,1952,10.39,Wheat,Mahogany,Koa,Rosewood,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
669,16,1957,7.17,Snow,Walnut,Maple,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
183,121,1961,8.91,Cornsilk,Walnut,Mahogany,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
262,41,1947,6.62,FloralWhite,Walnut,Rosewood,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
510,111,1991,10,Salmon,Maple,Wenge,Rosewood,walnut,'57 Classic,'57 Classic,'57 Classic,False
624,51,1976,11.57,IndianRed,Maple,Maple,Maple,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
554,93,1989,5.15,Indigo,Walnut,Koa,Rosewood,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
96,109,1966,6.65,SeaShell,Alder,Mahogany,Rosewood,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
623,105,1955,10.84,Aqua,Japanese Ash,Mahogany,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
213,69,1971,7.26,MediumPurple,Mahogany,Maple,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
51,105,1980,5.81,Plum,Walnut,Mahogany,Maple,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
626,72,1956,5.67,SeaShell,Alder,Wenge,Maple,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
566,17,1990,9.97,DarkSlateGray,Maple,Mahogany,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
7,30,1995,8.71,Gold,Japanese Ash,Maple,Maple,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
199,31,1964,7.17,Indigo,Japanese Ash,Wenge,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
820,98,1997,11.11,MediumTurquoise,Alder,Wenge,Maple,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
337,61,1990,9.29,LightGreen,Maple,Maple,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
634,45,1949,6.31,LightBlue,Korina,Koa,Maple,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
139,114,1958,6.13,MediumPurple,Korina,Maple,Rosewood,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
102,18,1988,8.64,DarkOliveGreen,Swamp Ash,Mahogany,Ebony,maple,Fender Vintage,Fender Vintage,Fender Vintage,False
326,105,1953,6.33,Red,Mahogany,Mahogany,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
555,10,1954,6.2,SandyBrown,Basswood,Wenge,Ebony,walnut,496 & 500T,496 & 500T,496 & 500T,False
463,96,1992,8.84,DarkRed,Alder,Maple,Maple,walnut,'57 Classic,'57 Classic,'57 Classic,False
692,104,1946,8.11,Crimson,Mahogany,Rosewood,Rosewood,maple,'57 Classic,'57 Classic,'57 Classic,False
935,36,1945,7.45,Plum,Korina,Rosewood,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,True
802,103,1977,10.79,Chocolate,Korina,Rosewood,Rosewood,walnut,490R & 490T,490R & 490T,490R & 490T,True
376,68,1984,11.41,Black,Swamp Ash,Koa,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
332,39,1950,10.01,Tomato,Maple,Maple,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
118,19,1983,12.39,Snow,Basswood,Koa,Rosewood,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,False
225,56,1945,7.81,Lime,Basswood,Wenge,Ebony,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
707,53,1959,12.39,MistyRose,Maple,Wenge,Maple,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
64,67,1992,8.21,DarkCyan,Mahogany,Rosewood,Ebony,maple,'57 Classic,'57 Classic,'57 Classic,True
521,99,1976,8.06,DarkGreen,Maple,Maple,Maple,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
597,75,1987,6.03,MediumPurple,Basswood,Rosewood,Ebony,walnut,Burstbucker,Burstbucker,Burstbucker,False
993,101,1975,7.27,SeaGreen,Mahogany,Mahogany,Ebony,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
775,12,1962,10.86,Pink,Japanese Ash,Koa,Rosewood,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
209,76,1978,6.69,LemonChiffon,Maple,Rosewood,Maple,maple,496 & 500T,496 & 500T,496 & 500T,True
429,15,1988,10.67,Gainsboro,Alder,Koa,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
773,10,1991,10.39,Azure,Maple,Maple,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
71,48,1993,9.65,Turquoise,Alder,Rosewood,Maple,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
563,27,1998,8.75,Orchid,Korina,Mahogany,Ebony,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
579,113,1971,10.91,Moccasin,Japanese Ash,Koa,Maple,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
635,122,1991,10.39,Wheat,Alder,Rosewood,Rosewood,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
519,15,1962,10.19,DodgerBlue,Mahogany,Wenge,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
797,36,1966,5.65,LightSkyBlue,Alder,Rosewood,Rosewood,maple,'57 Classic,'57 Classic,'57 Classic,True
894,72,1967,6.86,SpringGreen,Mahogany,Mahogany,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
560,73,1947,7.26,Maroon,Alder,Maple,Rosewood,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
528,104,1948,5.7,LightCyan,Japanese Ash,Mahogany,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
374,8,1983,9.87,MediumPurple,Japanese Ash,Wenge,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
46,58,1948,8.3,Pink,Mahogany,Rosewood,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
727,84,1972,11.94,Coral,Walnut,Mahogany,Ebony,maple,496 & 500T,496 & 500T,496 & 500T,True
284,36,1968,12.49,LemonChiffon,Basswood,Maple,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
956,65,1983,9.11,LightSkyBlue,Korina,Rosewood,Rosewood,walnut,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
709,75,1953,10.42,Indigo,Japanese Ash,Wenge,Rosewood,walnut,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
992,32,1960,7.28,Brown,Alder,Koa,Ebony,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
862,27,1995,5.41,PaleVioletRed,Japanese Ash,Koa,Maple,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
243,110,1945,6.73,PaleVioletRed,Alder,Mahogany,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
185,62,1990,5.28,DarkCyan,Korina,Rosewood,Ebony,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
109,34,1997,5.55,Silver,Basswood,Rosewood,Maple,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
536,124,1995,10.25,Chartreuse,Swamp Ash,Rosewood,Maple,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
817,71,1964,5.56,Cyan,Alder,Maple,Maple,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
240,51,1958,5.62,DarkGreen,Walnut,Mahogany,Ebony,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
784,63,1977,12.11,Green,Basswood,Koa,Maple,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
469,80,1988,8.6,DarkSeaGreen,Korina,Maple,Rosewood,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
580,26,1959,12.13,MediumTurquoise,Japanese Ash,Wenge,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
417,116,1946,11.74,White,Alder,Maple,Ebony,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
439,97,1966,10.02,Bisque,Mahogany,Wenge,Ebony,walnut,'57 Classic,'57 Classic,'57 Classic,False
782,32,1950,8.32,Tan,Alder,Rosewood,Maple,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
653,79,1975,11.28,MidnightBlue,Basswood,Maple,Maple,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
685,30,1978,8.03,Red,Japanese Ash,Maple,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
837,76,1955,7.53,PaleTurquoise,Walnut,Koa,Rosewood,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
217,72,1975,11.81,Olive,Korina,Mahogany,Ebony,walnut,Burstbucker,Burstbucker,Burstbucker,True
886,2,1983,9.46,LightSteelBlue,Walnut,Koa,Rosewood,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
422,69,1994,8.37,SeaShell,Japanese Ash,Koa,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
701,92,1976,8.48,Orchid,Swamp Ash,Rosewood,Maple,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
344,96,1954,8.88,LightPink,Swamp Ash,Koa,Ebony,walnut,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
11,91,1965,6.78,MediumOrchid,Korina,Maple,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
715,36,1979,10.32,DarkOrange,Maple,Maple,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
53,73,1948,9.11,GreenYellow,Alder,Rosewood,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,True
559,2,1957,11.2,LightSkyBlue,Mahogany,Wenge,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,False
698,33,1990,9.59,DarkKhaki,Basswood,Mahogany,Rosewood,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
498,122,1956,12.15,Crimson,Japanese Ash,Mahogany,Ebony,walnut,Fender Vintage,Fender Vintage,Fender Vintage,True
948,124,1988,11.64,PaleGreen,Walnut,Mahogany,Rosewood,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
201,19,1970,9.49,Snow,Alder,Koa,Maple,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
30,109,1982,10.6,LightCyan,Alder,Koa,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
617,28,1966,11.52,Ivory,Mahogany,Maple,Ebony,walnut,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
649,64,1984,9.37,MediumVioletRed,Maple,Maple,Ebony,maple,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
101,47,1968,10.45,SpringGreen,Maple,Maple,Rosewood,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
558,27,1953,7.78,DarkViolet,Basswood,Wenge,Maple,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
355,121,1972,6.83,RosyBrown,Japanese Ash,Rosewood,Rosewood,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
65,70,1987,5.43,Brown,Japanese Ash,Maple,Rosewood,maple,496 & 500T,496 & 500T,496 & 500T,True
175,27,1972,6.54,Navy,Maple,Wenge,Maple,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
238,47,1975,9.12,LightGray,Mahogany,Rosewood,Rosewood,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
233,81,1983,11.2,DeepPink,Korina,Wenge,Maple,maple,496 & 500T,496 & 500T,496 & 500T,False
505,104,1947,6.48,CadetBlue,Japanese Ash,Wenge,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
612,60,1992,7.69,LightBlue,Walnut,Mahogany,Rosewood,walnut,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,Railhammer Hyper Vintage Humbucker,True
468,104,1969,11.05,BlanchedAlmond,Swamp Ash,Rosewood,Maple,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
831,93,1969,11.96,DimGray,Japanese Ash,Mahogany,Ebony,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
728,92,1988,5.36,Wheat,Basswood,Koa,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
939,98,1946,11.91,LightGray,Walnut,Rosewood,Maple,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
3,99,1982,6.06,FireBrick,Mahogany,Mahogany,Ebony,walnut,EMG 85 Active,EMG 85 Active,EMG 85 Active,False
308,5,1947,5.61,LightSteelBlue,Alder,Mahogany,Rosewood,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
387,125,1964,11.04,IndianRed,Korina,Maple,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
789,23,1968,6.44,Gold,Japanese Ash,Rosewood,Maple,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
576,92,1998,7.96,Khaki,Swamp Ash,Koa,Rosewood,maple,490R & 490T,490R & 490T,490R & 490T,True
246,92,1948,8.28,MediumTurquoise,Maple,Mahogany,Maple,walnut,'57 Classic,'57 Classic,'57 Classic,True
777,22,1945,11.98,White,Alder,Koa,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,False
904,66,1978,9.17,Violet,Japanese Ash,Koa,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
914,2,1961,12.46,OliveDrab,Japanese Ash,Maple,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
913,94,1976,12.26,DarkGray,Japanese Ash,Mahogany,Maple,walnut,496 & 500T,496 & 500T,496 & 500T,False
464,12,1983,9.12,Aqua,Korina,Koa,Maple,walnut,Burstbucker,Burstbucker,Burstbucker,False
190,45,1970,5.63,Aquamarine,Korina,Maple,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
722,14,1992,11.49,DarkBlue,Japanese Ash,Koa,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
141,7,1960,12.49,SandyBrown,Japanese Ash,Wenge,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,True
150,72,1962,7.83,Chartreuse,Walnut,Koa,Rosewood,maple,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,True
198,81,1987,6.64,NavajoWhite,Basswood,Maple,Maple,maple,Lollar Imperial Humbucker,Lollar Imperial Humbucker,Lollar Imperial Humbucker,True
447,84,1978,9.53,DarkSlateBlue,Japanese Ash,Wenge,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
552,73,1992,5.41,OliveDrab,Basswood,Maple,Ebony,walnut,Burstbucker,Burstbucker,Burstbucker,False
686,54,1946,5.08,BurlyWood,Alder,Wenge,Rosewood,walnut,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,DiMarzio DP419 Area 67,False
414,20,1954,10.68,BlanchedAlmond,Swamp Ash,Maple,Rosewood,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
245,16,1959,8.85,MediumOrchid,Maple,Rosewood,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,True
74,112,1983,5.16,SeaShell,Japanese Ash,Koa,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
719,31,1981,7.77,Crimson,Mahogany,Mahogany,Rosewood,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
479,90,1978,6.08,DarkGreen,Mahogany,Wenge,Rosewood,walnut,496 & 500T,496 & 500T,496 & 500T,True
432,37,1995,11.57,NavajoWhite,Mahogany,Wenge,Maple,walnut,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
412,31,1972,12.25,MediumVioletRed,Japanese Ash,Wenge,Rosewood,walnut,Burstbucker,Burstbucker,Burstbucker,False
941,118,1968,11.31,FireBrick,Japanese Ash,Maple,Rosewood,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
720,53,1989,5.81,Indigo,Basswood,Rosewood,Maple,walnut,490R & 490T,490R & 490T,490R & 490T,False
232,72,1950,11.1,Gold,Basswood,Rosewood,Ebony,walnut,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,True
172,41,1957,7.46,Azure,Mahogany,Koa,Rosewood,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,True
250,73,1981,9.24,DarkSlateBlue,Maple,Wenge,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,True
859,108,1992,12.47,PaleGreen,Swamp Ash,Koa,Maple,maple,'57 Classic,'57 Classic,'57 Classic,False
249,75,1951,6.81,Beige,Swamp Ash,Koa,Rosewood,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
713,55,1996,10.73,Crimson,Walnut,Wenge,Rosewood,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
460,113,1988,9.15,DimGray,Basswood,Koa,Maple,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,True
633,56,1952,8.81,PapayaWhip,Alder,Koa,Ebony,maple,490R & 490T,490R & 490T,490R & 490T,False
252,49,1967,11.27,DodgerBlue,Mahogany,Koa,Rosewood,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
901,27,1995,9.26,DarkSalmon,Walnut,Mahogany,Ebony,maple,Lollar Precision Bass,Lollar Precision Bass,Lollar Precision Bass,False
688,31,1985,11.58,DeepSkyBlue,Mahogany,Maple,Maple,maple,Fender Vintage,Fender Vintage,Fender Vintage,False
779,48,1956,11.67,Cyan,Basswood,Koa,Rosewood,walnut,Fender Vintage,Fender Vintage,Fender Vintage,False
394,106,1978,5.82,Magenta,Swamp Ash,Mahogany,Ebony,maple,EMG 85 Active,EMG 85 Active,EMG 85 Active,True
100,96,1963,9.7,IndianRed,Alder,Rosewood,Maple,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,True
923,107,1970,9.64,MediumSlateBlue,Basswood,Koa,Rosewood,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,False
888,54,1997,11.81,Teal,Basswood,Koa,Maple,maple,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,LR Baggs Anthem tru-Mic,False
874,36,1981,11.37,DarkGreen,Mahogany,Mahogany,Rosewood,walnut,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,True
654,18,1994,6.63,AliceBlue,Alder,Maple,Ebony,maple,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
796,17,1983,11.02,Red,Maple,Koa,Rosewood,maple,EMG-81 Humbucking Active,EMG-81 Humbucking Active,EMG-81 Humbucking Active,False
476,96,1981,6.08,LavenderBlush,Alder,Rosewood,Ebony,walnut,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,Lace Sensor Blue-Silver-Red,False
110,27,1961,9.55,Pink,Swamp Ash,Mahogany,Ebony,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
541,122,1984,9.05,Maroon,Maple,Maple,Rosewood,maple,Dirty Fingers,Dirty Fingers,Dirty Fingers,False
564,124,1947,8.8,Salmon,Swamp Ash,Maple,Rosewood,maple,Fender Vintage Noiseless,Fender Vintage Noiseless,Fender Vintage Noiseless,True
542,100,1945,11.03,HotPink,Alder,Koa,Ebony,walnut,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
674,112,1966,11.92,SlateGray,Maple,Maple,Ebony,maple,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,Seymour Duncan Antiquity P-90,False
325,83,1984,10.07,SteelBlue,Walnut,Wenge,Rosewood,maple,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,Seymour Duncan SH-13 Dimebucker,False
239,118,1976,8.18,Bisque,Swamp Ash,Mahogany,Ebony,walnut,Dirty Fingers,Dirty Fingers,Dirty Fingers,True
478,69,1966,8.37,GoldenRod,Basswood,Maple,Ebony,maple,Fishman Rare Earth,Fishman Rare Earth,Fishman Rare Earth,False
